raw_name,name,type
벙커하우스,벙커하우스,"카페,디저트"
핸들링,,
피슈마라홍탕삼양점,피슈마라홍탕 삼양점,마라탕
델문도 인 김녕,델문도 김녕점,"카페,디저트"
또또고깃간,또또고깃간,"육류,고기요리"
시네마,시네마,생선회
씨제이푸드빌(주) 빕스 제주점,빕스 제주점,패밀리레스토랑
마라도별장식당,마라도별장식당,중식당
제주판타스틱버거,제주 판타스틱버거,햄버거
주식회사 친봉,친봉산장,양식
흑돼지고을,흑돼지고을 표선본점,"육류,고기요리"
교촌치킨 서귀포남원점,교촌치킨 서귀포남원점배달,"치킨,닭강정"
청포돗대,청포돛대,"장어,먹장어요리"
주식회사 돈사촌,돈사촌 본점,돼지고기구이
식당교래,식당교래,한식
주민상회한림점,주민상회 한림점,요리주점
구피풋,구피풋,술집
태하횟집,태하횟집 제주공항점,생선회
바다마르마레,바다마르마레,스페인음식
카페보리다,보리다,"카페,디저트"
제일수산횟집,제일수산횟집,생선회
흑미진,흑미진,한식
승하네,승하네,한식
소소희,소소희,베이커리
산지해장국,산지해장국,해장국
피자알볼로제주외도점,피자알볼로 제주외도점,피자
덕(德) 제주담다,,
제남가든,제남가든,돼지고기구이
금산서당골,금산서당골,"육류,고기요리"
우동카덴,우동카덴,일식당
장촌한우마을,장촌한우마을,소고기구이
고미커피,고미로스터리랩배달,"카페,디저트"
한솥도시락 제주법원점,한솥도시락 제주법원점,"도시락,컵밥"
로우파이,로우파이,브런치
범맥주제주시청점,범맥주 제주시청점,요리주점
아구식당,아구식당,"아귀찜,해물찜"
삼대국수회관협재점,삼대국수회관협재점,국수
주식회사 디아이컴퍼니,황금손가락 이도점,"초밥,롤"
기찬밥상,기찬밥상,한식
노가리앤비어한라대점,노가리앤비어 제주한라대점,"맥주,호프"
서문뒷고기,서문뒷고기,돼지고기구이
천하육회일도,천하육회일도,"육류,고기요리"
본죽엔비빔밥 제주외도점,본 죽&비빔밥 제주외도점,죽
모메든식당 모슬포점,,
제주돗,제주돗,돼지고기구이
효자동설렁탕연동점,오리덕애연동점 앤 효자동설렁탕연동점,한식
구이사이,구이사이,한식
천장어제주점,천장어 제주점,"장어,먹장어요리"
1950에어차이나 제주공항점,1950에어차이나,중식당
레브,레브,주류
식사준비 제주삼화점,식사준비 제주삼화지구점,밀키트
순옥이네명가함덕점,,
토끼문,토끼문,"카페,디저트"
빨간맛집 함덕점,빨간집 함덕점,한식
연해루,연해루,요리주점
본죽서귀포점,본죽 제주서귀포점,죽
이디야 삼도점,이디야커피 제주삼도점,카페
롯데리아 제주한림점,롯데리아 제주한림점,햄버거
캐리어에어콘제주총판,캐리어에어콘 제주총판,에어컨
서귀포돈사촌,돈사촌,"육류,고기요리"
국시트멍,국시트멍 제주고기국수,국수
높은물정식,,
주식회사 원택,,
큰맘할매순대국 제주삼화점,큰맘할매순대국 제주삼화점,"순대,순댓국"
태흥2리 어촌계횟집,태흥2리 어촌계 횟집,생선회
송악산해물라면오빠네본가,송악산해물라면오빠네본가 본점,종합분식
한데모아 정실점,한데모아 정실점,한식
노형바다장어,노형바다장어,"장어,먹장어요리"
사려니국수,사려니국수,국수
삼화올레국수,삼화올레국수,국수
71포차,71포차,요리주점
해성도뚜리가든,애월 해성도뚜리,"육류,고기요리"
모던뽀이,모던뽀이,요리주점
밀림원,밀림원,한식
자가제빵 선명희피자 삼도용담점,,
돈삼겹노형뜨란채점,돈삼겹 노형뜨란채점,돼지고기구이
메로왕,메로왕,한식
달콤한닭강정연동점,달콤한닭강정 연동점,"치킨,닭강정"
금조,금조가든,한식
해도횟집본점,해도횟집,생선회
광령힐식당,광령힐식당,한식
마주앉아,오늘도마주앉아,요리주점
점점,점점,"카페,디저트"
삼치회사랑,삼치회사랑,생선회
서홀포가든,,
검은여식당본점,검은여식당,한식
선영횟집,,
은행나무집,은행나무집,오리요리
한라닭강정,한라통닭,"치킨,닭강정"
던킨제주연동,던킨 제주연동점네이버페이,도넛
팔팔자연산회센타,,
우도돼지네땅콩만두올레본점,우도돼지네 땅콩만두 올레본점,만두
하도댁흑돼지두루치기,하도댁흑돼지두루치기 구좌세화,"육류,고기요리"
정직한돈,정직한돈 서귀포중문점,"육류,고기요리"
돈수육,돈수육,한식
마시레치킨,마시레치킨,"치킨,닭강정"
모다정,모다정,향토음식
야시장라운지,오라방라운지,"맥주,호프"
제2덕승,제2덕승,"해물,생선요리"
블랙보틀,블랙보틀,바(BAR)
자자손손멸치국수,자자손손멸치국수,국수
봉하깡통구이,봉하깡통구이,한식
유명반점,,
구좌모메존흑돼지,세화 구좌모메존흑돼지,돼지고기구이
잉가이,잉가이,"딤섬,중식만두"
너와의 첫여행,너와의첫여행카페 감귤체험&브런치&펍,브런치카페
리바르,라바르,"카페,디저트"
돈앤삼겹,돈앤삼겹,"육류,고기요리"
퍼드림식당,,
애월바당국수,애월바당국수,국수
등경돌,등경돌식당 제주성산일출봉점,"해물,생선요리"
역전할머니맥주제주표선점,역전할머니맥주 제주표선점,"맥주,호프"
제주미향해장국본점,미향해장국 본점,미향해장국
사형제,사형제횟집,생선회
기원은갈치본점,중문통갈치조림구이 기원은갈치,"해물,생선요리"
소노캄제주비비큐,BBQ치킨 소노캄제주점,"치킨,닭강정"
제주머슴네,제주머슴네,김밥
새솔숯불갈비,새솔숯불갈비,한식
르토아베이스먼트,르토아베이스먼트,"카페,디저트"
전주이모네,전주이모네국수,국수
제주오겹살왕돌구이본점,제주오겹살왕돌구이집 본점,한식
정담오리회전숯불구이,정담오리회전숯불구이,오리요리
번네식당,번네식당,한식
서가장인곱창,서가장인곱창 제주신화월드점,한식
어부촌,어부촌 서귀포올레시장본점,"해물,생선요리"
김북순큰남비집연동1호점,김북순큰남비집 연동1호점,한식
탑고향,탑고향,한식
동문올레횟집,동문올레수산 동문시장 본점,"해물,생선요리"
굽네치킨 연동점,굽네치킨 제주연동점,"치킨,닭강정"
캔버스,더 캔버스,양식
아키토리6126,야키토리 6126,이자카야
뚜레쥬르도남점,뚜레쥬르 제주도남점,베이커리
금돈상회,금돈상회,"육류,고기요리"
솔솥서귀포점,솔솥 서귀포점,한식
뚜레쥬르서사라점,뚜레쥬르 제주서사라점,베이커리
주식회사 오병장,오병장,한식
동성식당,동성식당,한식
주식회사중문수원,중문수원음식점,향토음식
에그드랍 제주시청점,에그드랍 제주시청점,샌드위치
포쉬노쉬,포쉬노쉬 제주시청점배달,돈가스
돈까스가있는풍경,돈까스가있는풍경,돈가스
바코,바코,와인
터미널남원식당,터미널남원,베트남음식
일품순두부삼화점,일품순두부삼화점,한식
외도식당,외도식당,한정식
우당도서관구내식당,우당도서관구내식당,한식
제주사바,제주사바,생선회
소못,소못,한식
길촌,길촌횟집,생선회
인쌩맥주 제주일도점,인쌩맥주 제주일도점,"맥주,호프"
옥란면옥,옥란면옥,냉면
오오야마109,오오야마,이자카야
동트레,동트레,한식
꺼멍집,미정이네 꺼멍돗괴기,돼지고기구이
맛있는풀부엌,맛있는폴부엌,이탈리아음식
바삭애월해안도로점,바삭 제주 흑돼지 돈가스 애월점,돈가스
울돌목일도,울돌목숯불갈비,돼지고기구이
정진숯불갈비,정진숯불갈비,돼지고기구이
컬쳐드인더랩,컬쳐드,양식
청담이상 신제주점,청담이상 신제주점,이자카야
롤키,,
대한축산정육식당,,
칠삭갈비,칠삭갈비,돼지고기구이
모음해장국,모음해장국,해장국
홍열이네시청점,홍열이네 시청점,한식
폴 바셋 제주용담DT점,폴 바셋 제주 용담 DT점,카페
덴드리,덴드리,"카페,디저트"
무드,무드,인테리어소품
광동도남오거리,광동도남오거리식당,"육류,고기요리"
대구10미미성복어제주직영점,,
힘찬장어,힘찬장어,"장어,먹장어요리"
서울앵무새,서울앵무새 제주,"카페,디저트"
가자우리집,가자우리집,"해물,생선요리"
오드씽,오드씽,"카페,디저트"
통김치찌게,통김치찌개,한식
주식회사 보름쇠 제주점,보름쇠 제주점,소고기구이
탑동산호전복,탑동산호전복,전복요리
우정회센타1호점,우정회센타1호점,한식
통영아귀찜,통영아귀찜 제주본점,"아귀찜,해물찜"
선유,선유식당,생선회
서귀포중문점 더벤티,더벤티 서귀포중문점,카페
은희네해장국 중문점,은희네해장국,해장국
금별맥주제원점,금별맥주 제주제원점,"맥주,호프"
비에이치씨 제주김녕점,BHC치킨 제주김녕점,"치킨,닭강정"
만복촌,만복촌,한식
사계카페1,비밀역,"카페,디저트"
파리바게뜨 제주화순점,파리바게뜨 제주화순점,베이커리
연북로 명태명가하귀직영점,연북로 명태명가 하귀직영점,"해물,생선요리"
별미집,별미집 구제주점,국밥
크라운호프 노형점,크라운호프 원노형점톡톡,"맥주,호프"
파리바게뜨제주남원점,파리바게뜨 제주남원점,베이커리
주민상회 신광점,주민상회 신광점,요리주점
더노벰버라운지(제주인제점),,
비에이치씨 무수천점,BHC치킨 제주무수천점,"치킨,닭강정"
피자베이대정점,피자베이 대정점,피자
제주사조,,
미우,미우,이자카야
원물휴게소,원물휴게소,일반휴게소
컴포즈커피제주법원점,컴포즈커피 제주법원점,카페
제주혁이네해장국,혁이네 해장국,해장국
큐티파이,큐티파이,"카페,디저트"
피슈마라홍탕 서귀포점,피슈마라홍탕 서귀포점,마라탕
패밀리만두,패밀리만두 제주본점,만두
행복맛집,행복맛집,"아귀찜,해물찜"
제주마당,제주마당,"해물,생선요리"
돈사촌외도점,돈사촌 외도점,돼지고기구이
신토불이수산,신토불이수산,생선회
레드서브마린,레드서브마린,"관람,체험"
회양과국수군,회양과국수군,"매운탕,해물탕"
맛의고수,맛의고수,떡볶이
취향의섬,취향의섬,퓨전음식
착한갈치,착한갈치,"해물,생선요리"
60계제주시청점,,
조선양평해장국,,
뚜레쥬르제주도련점,뚜레쥬르 제주도련점,베이커리
조선옥,조선옥순두부정식 제주공항본점,한식
24시얼큰시원생고기김치찌개아라점,24시얼큰시원생고기김치찌개아라점,한식
괸당집서귀포점,괸당집 서귀포점,돼지고기구이
인자숯불갈비2호점,인자숯불갈비 2호점,"육류,고기요리"
어디가코 용담점,어디가코 왕갈비,"육류,고기요리"
서울곱창,서울곱창,"곱창,막창,양"
용팔이막창노형점,용팔이막창 노형점,"곱창,막창,양"
놈놈놈막창과17청춘,,
더벤티제주용담점,더벤티 제주용담점,카페
온차,온차,양식
혼바띠국수,혼바띠국수,한식
BBQ신연동점,BBQ제주신연동점,"치킨,닭강정"
에이바우트첨단점,에이바우트커피 첨단점,카페
컴포즈커피한림점,컴포즈커피 제주한림점배달,카페
맥파이블루버드,맥파이 탑동점,"맥주,호프"
카페청굴물,카페 청굴물,카페
산촌,산촌오리,오리요리
시카고피자,,
하노이안브라더스,하노이안브라더스,베트남음식
역전할머니맥주일도점,역전할머니맥주 제주 일도점,"맥주,호프"
대독장신서귀포점,대독장 신서귀포점,"찌개,전골"
쌍팔련도,쌍팔련도일도본점,돼지고기구이
찹쌀순대만드는집,찹쌀순대만드는집,"순대,순댓국"
자유의지,자유의지 제주혼술바,바(BAR)
효자동솥뚜껑 제주한림협재점,효자동솥뚜껑 제주한림협재점,돼지고기구이
삼다돈,삼다돈,돼지고기구이
담아래,담아래 본점,한정식
궁한스샤브제주일도점,궁한스샤브제주일도점,샤브샤브
예산가마솥장수촌설렁탕 일도점,예산가마솥장수촌설렁탕 일도점,닭요리
아시바람,아시바람,요리주점
모뉴에트,모뉴에트,"카페,디저트"
제주명가두루치기,제주명가두루치기 서귀포올레시장점,"육류,고기요리"
김태연국민동태탕서귀포시동홍점,김태연국민동태탕 서귀포시동홍점,"해물,생선요리"
동복리해녀잠수촌,동복리해녀잠수촌,한식
돌섬,성산돌섬흑돼지,돼지고기구이
화전민촌,화전민촌,한식
영산강가마솥,영산강가마솥,한식
카페더라이트,카페더라이트,"카페,디저트"
탐라요정신제주점,탐라요정 신제주점,요리주점
삼무음식점,삼무뚝배기 서귀포본점,한식
문쏘본점,문쏘 제주협재점,일식당
제주고깃집,숙성도 제주본점,돼지고기구이
김사장네명태조림,김사장네명태조림,"해물,생선요리"
국수명가,초계명가,한식
제주돈집,제주돈날개,"육류,고기요리"
김명자낙지마당서귀포점,,
삼무공원흑돼지,삼무공원흑돼지,돼지고기구이
제주깡통집화로구이,제주깡통집,"육류,고기요리"
오늘은좋은날,오늘은좋은날 외도본점,"육류,고기요리"
절구통,절구통,종합분식
24시누름돌김치찌개,24시누름돌김치찌개,한식
만금식당,만금식당,"백반,가정식"
어신,어신횟집,생선회
주식회사 대월회관축산유통,대월회관축산유통,"육류,고기요리"
삼형제민재민형민준이네,삼형제민재민형민준이네,한식
휴일로,휴일로,"카페,디저트"
제주르네상스 주식회사,,
에디손,에디손,바(BAR)
주식회사 제이엠푸드앤플레이스,,
울트라마린,울트라마린 협재점,"카페,디저트"
주식회사 호텔레오,,
만배성,만배성,한식
계성,계성횟집,생선회
예산가마솥장수촌설렁탕,예산가마솥장수촌설렁탕,"곰탕,설렁탕"
호텔더본 제주,호텔 더본 제주,호텔
오라,골프존카운티 오라,골프장
또똣한김밥,또똣김밥,김밥
전포여관제주노형점,전포여관 제주노형점,요리주점
황토기와집,황토기와집,"칼국수,만두"
군족,군족 서귀포점,"족발,보쌈"
푸른밤의해안속초식당,푸른밤의해안속초식당,한식
옛날팥죽,옛날팥죽,죽
삼성식당,삼성식당,한식
교래흑돼지표선점,교래흑돼지 표선점,돼지고기구이
미스터피자  제주중앙점,미스터피자 제주중앙점,피자
주객,주객,요리주점
징기스 이도점,징기스 이도점,양갈비
만보민물장어,만보민물장어,한식
오렌지나무,오렌지나무,돈가스
용마갈치,,
한라갈치 중문점,한라갈치 중문점,"해물,생선요리"
동복뚝배기,동복뚝배기 함덕,향토음식
무한정,무한정,한식
함덕술집김씨술생활,김씨술생활 함덕점,요리주점
노형궁전,노형궁전,"백숙,삼계탕"
중엄집밥처럼,중엄집밥처럼,한식
인화동갈비,,
포케올데이제주노형점,Poke all day 포케&샐러드 제주노형점,"다이어트,샐러드"
어머니와장독대 노형점,,
김준호의대단한갈비 제주영어교육도시점,,
제주흑돼지마씸,제주흑돼지마씸,돼지고기구이
푸린,푸린 제주애월점,"카페,디저트"
한옥집,한옥집 서귀포서홍점,"찌개,전골"
와랑와랑본점,와랑와랑,중식당
국수데이,국수데이,국수
별돈별,별돈별 정원점,돼지고기구이
도도톳김밥,,
오구삼구민물장어아구찜,포항아구찜,"아귀찜,해물찜"
희야네식당,희야네식당,한식
민재네황태전문점,민재네황태전문점,"해물,생선요리"
주식회사 외도339(오이디오339),외도339,베이커리
유군짬뽕,유군짬뽕,중식당
미소정,미소정,한식
흥미,,
한양관양꼬치,한양관양꼬치,한식
파인더,커피파인더,"카페,디저트"
더 머스크,바 머스크,바(BAR)
엄지흑돼지,엄지흑돼지,돼지고기구이
최강닭발,최강닭발,닭발
향원미락,,
콩마루순두부짬뽕,콩마루순두부짬뽕,두부요리
다가미,다가미,김밥
(주) 아워홈 제주지방합동청사점,,
쇠소깍복순이네식당,쇠소깍 복순이네,한식
우정곱창성산점,우정곱창 성산점,"곱창,막창,양"
차곡,차곡,한식뷔페
억소리갈비,억소리갈비,"육류,고기요리"
제주미당,제주미당,한식
파리바게뜨 광양점,,
금능 제면소,금능제면소,한식
테네시테이블,테네시테이블,햄버거
바이러닉 에스프레소 바,바이러닉 에스프레소 바 제주점,카페
24시뼈다귀탕중문점,24시뼈다귀탕 중문점,24시뼈다귀탕
주식회사제주횟집,제주횟집,생선회
포동정식 도청점,포동정식 도청점,한식
비에이치씨치킨아라점,BHC치킨 제주아라점,"치킨,닭강정"
돈풍년,돈풍년,돼지고기구이
솔밭가든본점,솔밭가든 본점,한식
돈사무소노형점,돈사무소 제주노형점,돼지고기구이
뼈대감,뼈대감 본점,감자탕
문치비,문치비 서귀포신시가지점,돼지고기구이
스시권,,
영복갈비,영복갈비,"육류,고기요리"
김녕빵집,김녕빵집,베이커리
예진돈솥밥,예진돈솥밥,"육류,고기요리"
흑돼지참숯구이,참숯구이몬트락,"육류,고기요리"
산지물,산지물,생선회
돈짱,돈짱,돼지고기구이
주민상회화순점,주민상회 제주화순점,요리주점
배스킨라빈스31일도점,배스킨라빈스 제주신일도,아이스크림
일품양평해장국 봉개점,일품양평해장국 제주봉개점,해장국
먹보횟집,먹보횟집,생선회
지하,금능반지하,"맥주,호프"
만선민물장어,만선민물장어,"장어,먹장어요리"
제주오광흑돼지,제주오광흑돼지 서귀포모슬포항점,돼지고기구이
마니주,마니주,일식당
탭하우스더코너,,
올레쇠막,올레쇠막,돼지고기구이
명태명가신제주점,명태명가 제주점배달,"해물,생선요리"
허디거디이도점,허디거디 이도점,이탈리아음식
로얄바,,
글래드호텔앤리조트(주)메종글래드제주,메종글래드 제주 삼다정,뷔페
삼다도식당,삼다도식당,한식
24시뼈다귀탕이도점,24시뼈다귀탕 이도점,24시뼈다귀탕
새별하노이,새별하노이,베트남음식
불만난고기,불만난고기,소고기구이
주식회사 하이드어웨이 제주애월해안로지점,,
프랭크버거 시청점,프랭크버거 제주시청점배달,햄버거
주식회사 그때그집,애월그때그집 제주도 본점,돼지고기구이
망고레이필리핀디저트카페,망고레이 섭지코지점,카페
비에이치씨한림점,,
라라라,제주라라라,라면
명동춘천닭갈비5호점,명동춘천닭갈비 5호점,닭갈비
시쟈덕,시쟈덕 제주본점배달,중식당
동막골,동막골 삼도동 본점,한식
조아찌,조아찌커피,카페
족발신선생제주점,족발신선생 신제주점,"족발,보쌈"
순대이야기,순대이야기,한정식
기쁨이네해물탕앤돌솥밥,기쁨이네해물탕앤돌솥밥,"매운탕,해물탕"
본돈,본돈,"육류,고기요리"
비에이치씨치킨일도점,BHC치킨 제주일도점,"치킨,닭강정"
보레드베이커스,서귀피안 보래드 베이커스,베이커리
일도바다장어구이,일도바다장어구이,"장어,먹장어요리"
우돈숯불,우돈숯불,"육류,고기요리"
검은노루,검은노루,국수
아리나블루문,아리나 블루문,라이브카페
궁중오메기떡,궁중오메기떡,떡류제조
꼴통집본점,꼴통집 본점,돼지고기구이
산지물신제주점,산지물 신제주점,향토음식
화성식당,화성식당,한식
뚜레쥬르 노형오거리점,뚜레쥬르 제주노형오거리점,베이커리
그랜마스,그랜마스 노형직영점,"카페,디저트"
우유부단,우유부단,아이스크림
장가네일품순두부표선점,장가네일품순두부 표선점,한식
샤브마니아 제주스카이워터쇼점,샤브마니아 제주스카이워터쇼점,샤브샤브
수원왕,수원왕갈비,돼지고기구이
제주올래국수,제주올래국수,국수
파리바게트 제주서사라점,파리바게뜨 제주서사라점,베이커리
나목도식당,나목도식당,한식
디트,디트,양식
디어브리즈,디어브리즈,인테리어소품
제주에가면,제주에가면,한식
칠공팔공구공용담라이브,7080라이브카페,라이브카페
투썸플레이스 제주아라점,투썸플레이스 제주아라점,카페
스시우다,스시우다,"초밥,롤"
노랑통닭 표선점,노랑통닭 제주 표선점,"치킨,닭강정"
친구,친구테이블,"곱창,막창,양"
다가온 추어탕,,
이디야커피제주아라스위첸점,이디야커피 제주아라스위첸점,카페
먹자,흑돼지거리,먹자거리
범일분식,범일분식,"순대,순댓국"
게우지코인 인 갤러리,게우지코지 카페,베이커리
신창해물라면와랑식탁,신창해물라면와랑식탁,라면
파리바게뜨제주제스코본점,파리바게뜨 제주제스코본점,베이커리
산내들,산내들내,한식
마루아라,마루아라,요리주점
대중적한우,대중적한우,"육류,고기요리"
어우렁더우렁,어우렁더우렁,"육류,고기요리"
대원가,대원가,"매운탕,해물탕"
오늘와인한잔제주노형점,오늘와인한잔 제주노형점,와인
아뜰리에안,아뜰리에안,브런치
매니아  불닭  용담점,매니아불닭 용담점,닭볶음탕
TONKATSU 서황,TONKATSU 서황,돈가스
라헌,,
제주문,제주문,농수산물
맛무한가마솥막창국밥아라점,아라동아라골가마솥순대국,향토음식
솥마루,솥마루,한식
조실장회센타,조실장회센터,일식당
수만바베큐치킨,수만바베큐치킨,"치킨,닭강정"
솔향바다가든,솔향바다가든 애월,돼지고기구이
청수미방,청수미방,양식
컴포즈커피서귀포창천점,컴포즈커피 서귀포창천점,카페
오른발왼발서귀포점,오른발왼발 서귀포점,닭발
중문자연산횟집2호점,중문자연산횟집,생선회
이화닭발 1979,이화닭발1979본점,닭발
보말과비바리,보말과비바리 제주본점,"칼국수,만두"
삼대국수회관노형점,노형삼대국수,한식
메로,제주김녕미로공원,"식물원,수목원"
산방산,산방산갈비,"육류,고기요리"
듬삭한,듬삭한 협재점,덮밥
삼원정,삼원정 중문본점,"해물,생선요리"
산아,산아,요리주점
해미가,해미가,한식
신사본가송탄부대찌개,신사본가송탄부대찌개,"찌개,전골"
충세흑돼지고기마씸,충세흑돼지 고기마씸,"육류,고기요리"
날로먹고볶음먹고,,
한성식당,한성식당,"해물,생선요리"
카페노티드 제주애월,,
봉봉탕후루동문시장본점,봉봉탕후루 동문시장본점,"카페,디저트"
오후새우시,오후새우시,한식
오키나와,오키나와,일식당
이금돈지,이금돈지,"해물,생선요리"
역전할머니맥주 제주시청점,역전할머니맥주 제주 시청점,"맥주,호프"
해오반함덕점,해오반 함덕점,한식
주식회사 제이스퀘어드푸드,,
돈구어,돈구어 구좌 세화본점,돼지고기구이
빨간집베라체점,빨간집 베라체점,닭발
케렌시아,케렌시아,민박
교래퐁낭,교래퐁낭 본관,한식
한라식당,한라식당,한식
통시돈,통시돈,돼지고기구이
도남시골낙지,도남시골낙지,낙지요리
종합정육식당,태연종합정육식당 제주공항점,정육식당
세이슌한라대점,,
소담소담,소담소담,게스트하우스
제주돼지,제주돼지,돼지고기구이
탐랑성,탐랑성,돼지고기구이
우정,대우정,한식
유카이스시,심야식당유카이,이자카야
명품전통육개장,명품전통육개장,"찌개,전골"
산호풍경이호점,산호풍경이호점,한식
신옛촌,신옛촌 산방산점,한식
파라토도스,파라토도스,"카페,디저트"
막창상회용담본점,막창상회 용담본점,"육류,고기요리"
혜선이네,혜선이네,한식
원조우향해장국,원조우향해장국,한식
블랙이쉬레드,블랙이쉬레드,"카페,디저트"
타무라,타무라,태국음식
심심포차,심심포차,요리주점
한솥도시락제주대정문점,한솥도시락제주대정문점,"도시락,컵밥"
제제김밥,제제김밥,김밥
청운식당,성산일출봉 청운식당,"해물,생선요리"
봄봄 모슬포점,카페봄봄 서귀모슬포점,카페
블루스카이,블루스카이,중장비
동화로 연탄구이,동화로연탄구이 삼화점,"육류,고기요리"
누나네,누나네식당,한식
택이네해장국,택이네해장국,해장국
덕인당빵집제주점,덕인당보리빵 제주점,베이커리
네네치킨대정점,네네치킨 대정점,"치킨,닭강정"
민경이네어등포해녀촌,구좌월정 우럭튀김 민경이네어등포식당,"해물,생선요리"
재혁이네국수,재혁이네국수,국수
복닥키친,복닥키친,돈가스
제주김만복김밥서귀포점,제주김만복 서귀포점,분식
우도맛집로뎀,로뎀가든,한식
은희네해장국표선점,은희네해장국표선점,해장국
오아시스인제주,오아시스인제주,"카페,디저트"
백스비어 제주인제점,,
중원반점,중원반점,중식당
진대감,진대감 제주점,소고기구이
테라도스,테라도스,"카페,디저트"
연동상회,김밥상회,종합분식
봉자네상점,봉자네상점,돈가스
성산갈치맛집,성산바다풍경 제주성산일출봉점,"해물,생선요리"
한양,한양동식당,한식
춘천명동닭갈비연동점,춘천명동닭갈비 연동점,닭갈비
월정리곳간,월정리곳간,한식
육도담,육도담 제주시청본점,"육류,고기요리"
에이바우트커피 신라신성점,에이바우트커피 신라신성점,카페
밭디,목장카페 밭디,"카페,디저트"
삼대전통고기국수,삼대전통고기국수,한식
강연우동태찌개제주외도점,강연우동태찌개 제주외도점,"해물,생선요리"
제주한잔 세화,,
설빙 제주아라점,설빙 제주아라점,빙수
촌뜨기화로구이,촌뜨기화로구이,돼지고기구이
저팔계연탄구이,저팔계깡통연탄구이 함덕흑돼지,돼지고기구이
미풍해장국 아라점,,
집의기록1,집의기록 part1,펜션
삼매봉153,,
백년가야밀면,백년가야밀면,국수
가시식당,가시식당,돼지고기구이
에이바우트커피아라초점,,
주식회사 별위별,,
조마루뼈다귀함덕점,조마루뼈다귀함덕점,한식
난타오천서사로점,,
연동대게회타운,연동대게회타운,게요리
대한식당앤오태식해바라기치킨아라점,오태식해바라기치킨 대한식당 아라점,"치킨,닭강정"
콜라,피즈 버거 노형점,햄버거
대도식당연동점,대도식당 연동점,복어요리
산양산삼해물라면,산양산삼해물라면 제주도본점,라면
휴게편의마트,향휴게마트,편의점
애월빵명장,,
비에이치시 중문점,BHC치킨 중문점,"치킨,닭강정"
거멍국수,거멍국수 제주산방산점,국수
오늘은춘봉이네,오늘은춘봉이네,닭갈비
봉금펍,봉금펍,"스파게티,파스타전문"
도민상회월정점,도민상회 월정리 해수욕장점,"육류,고기요리"
푸른초장,푸른초장,한식
키친요디,키친요디 본점,돈가스
신시가지굽네치킨,,
중앙도서관 구내식당,,
베이글림림,,
한라꽃돈,한라꽃돈,한식
올레2번가갈비,올레2번가갈비,"육류,고기요리"
일출회관,,
우가네한우짝갈비살,우가네한우짝갈비살,소고기구이
모앙,모앙,"카페,디저트"
네거리올레,네거리올레 올레시장점,돈가스
투썸플레이스제주애월하귀점,투썸플레이스 제주애월하귀점,카페
연동누룽지,연동누룽지식당,한식
미드나잇제주,미드나잇제주,"꽃집,꽃배달"
춤추는돼지 본점,춤추는돼지,돼지고기구이
이어돈가,,
재벌식당,,
뷰스트,뷰스트,"카페,디저트"
우화,우화 서귀포점,소고기구이
제원삼계탕,제원삼계탕,"백숙,삼계탕"
돈지식당,돈지식당,한식
문문선,문문선,브런치
반올림피자샵,,
소낭집,소낭집,낙지요리
컴포즈커피 하효점,컴포즈커피 서귀포하효점,카페
소소밀,소소밀,양식
금강민물장어,금강민물장어,"장어,먹장어요리"
공천포식당,공천포식당,"해물,생선요리"
부가네얼큰이중문점,부가네얼큰이 중문점,불닭
넝쿨하눌연동,넝쿨하눌연동,오리요리
나원회포차,나원회포차,생선회
주민상회 신제주점,주민상회 신제주점,요리주점
쌍교숯불갈비 제주애월점,,
천지연전복해물뚝배기갈치요리전문,천지연전복해물뚝배기,한식
뜰채1호점,뜰채 제주함덕점,한식
다복식당,다복식당,한식
신마포갈매기제주시청점,신마포갈매기 제주시청점,돼지고기구이
대궁갈비,대궁숯불갈비,"육류,고기요리"
세영식품주식회사제주아쿠아플라넷점,,
카페리,카페리 구좌 카페 평대리해변 세화 소품,"카페,디저트"
둠비정원,둠비정원,"찌개,전골"
제갈양,제갈양 제주협재점,"해물,생선요리"
삼양떡방앗간,삼양떡방앗간,떡류제조
(주)호텔롯데 롯데호텔제주 델리카한스,롯데호텔 제주 델리카한스,베이커리
일출봉환이네감자탕,일출봉환이네감자탕,감자탕
뜨레솥밥,뜨레솥밥,한식
국수바다본점,국수바다 서귀포본점,국수
빨간집삼도점,빨간집 삼도점,닭발
정육마당,정육마당,정육식당
표선우동가게,표선우동가게,"우동,소바"
노른존,No Lone Zone,카페
막창먹는놈 함덕점,막창먹는놈함덕점,"곱창,막창,양"
오지하우스신제주점,오지하우스 신제주점,양식
컴포즈커피서귀포혁신도시점,컴포즈커피 서귀포혁신도시점,카페
타이윅,타이웍,태국음식
울돌,울돝,한식
오라찐빵,오라찐빵,찐빵
우솔해장국,우솔해장국,해장국
푸라닭제주표선점,푸라닭 제주표선점,"치킨,닭강정"
온누리제과,온누리빵집,베이커리
풍차와전복,풍차와 전복,한정식
상아식당,상아식당,한정식
중앙닭집,중앙닭집,닭요리
손맛촌,손맛촌 에코랜드 사려니 조천 본점,"해물,생선요리"
KFC 서귀포중문DT,KFC 서귀포중문DT점,햄버거
정이가네본점,정이가네배달,국밥
제주뚝배기,제주뚝배기,"해물,생선요리"
담뽀뽀,담뽀뽀,소고기구이
대포칼제비,대포칼제비,"칼국수,만두"
신제주그랜드,어매흑돼지,돼지고기구이
